,0
1058,"Kyknya sejak “kasian deh”, arah politik pak jokowi lngsung putar balik 😂"
1059,"Tdnya mau ke Prabowo, tp setelah pengumuman Cawapres kog malah ke Ganjar ya, apalagi Cawapresnya Pak Mahfud MD"
1060,"maaf pak, blunder bgt kali ini🥹🙏🏼"
1061,Ternyata koalisi besarnya gak ada yg bermutu kali ya....? Knp harus ngambil dari sebrang...? Dunia politik konoha...kacau balau...😂 😂😂😂😂
1062,Masukk akall wkk
1063,Aduh… kenapa bukan ET… 😢
1064,najis
1065,Welcome #NeoOrba
1066,Terima kasih paman
1067,Wkwkw blunder😂😂😂😂
1068,Ya Allah tolong lindungi negaraku ya Allah🤲🏼
1069,Wes sak karepmu mbah
1070,🤏
1071,Maturnuwun om...😂
1072,Banyak tidak orang tau bahwa ini pilihan tepat perang politiknya...
1073,Emane pak cuma buang² uang dan umur buat kalah lagi karena pasangannya ga capable 🤦‍♂️
1074,Heran sama orang2 yang setuju dengan keputusan MK. Sangat tidak beretika
1075,Sesuai prediksi..dibikin 2 putaran..putaran ke 2 penentuan nya..
1076,Kenapa harus gibran coba
1077,Durung wayahe aja dipeksa
1078,Ahhh ngantuk💤💤💤
1079,Bau bau capres abadi kayaknya😢
1080,mantap prabowo gibran
1081,Terserah lah
1082,"Yg namanya manusia serakah ya begitulah, pengen lebih berkuasa lagi...🤪"
1083,Eaalaaah masss . Sudah siap head to head sama prof machfud??
1084,Rungkad
1085,skip
1086,semakin yakin perubahan bersama Anies Baswedan
1087,"Inna lillahi wa Inna ilaihi Raji'un,petaka besar utk bangsa ini"
1088,Maaf pa prabowo saya tidak akan pilih anda dan gibran trims
1089,"semakin yakin dengan GP. Menang total, satu putaran!🔥🔥"
1090,😮😮😮😮😮
1091,😢😢😢😢😢😢😢😢😢
1092,Tangkuban perahu...
1093,Planga plongo season dua 😂😂😂
1094,Permainan tingkat tinggi
1095,Kenapa saya malah berpikir ke permainan dari PDIP yah supaya Ganjar maju dan Gibran buat pecahin suara saja begitu
1096,Serius.. hebat bgt straaategii banteng yaaa.. sengaja dia memecah kesolidan.. dengan menyusupkan orang.. aaaah syudahlah
1097,Dahh lhaa capekk😑
1098,Pie to iki kok jd begini 😮
1099,"Tetep Ganjar-Mahfud ❤️ Ga akan mau milih cawapres yg belum mateng,untuk wapres kok coba2 🤣😅"
1100,"Parahh, kayak gak ada org hebat lainnya, gibran emangnya tau apa 🤣🤣🤣, gk jadi pilih prabowo"
1101,Bener2 ga habis fikri diluar nurul😂
1102,Kl sampai kalah...tamat riwayatnya...layu sebelum berkembang...kasian..terlalu mahal perjudiannya😂😂😂
1103,whaaat
1104,Chat apakah ini contoh nepo baby
1105,"Kesalahan besar, gibran memang anak presiden tapi reputasi pengalaman sangat kalah jauh dengan kandidat lain dan tentunya massa prabowo akan berpindah ke Anies 👏"
1106,"Mantaapp di Putaran ke 2, pendukung Anies bakal bingung mau dukung Klan Jokowi atau Partai Banteng 😂😂."
1107,"Kapal PERUBAHAN sudah terkembang, siapa mau ikut silahkan naik. Kita wujudkan bumi pertiwi yg lebih adil. AMIN❤"
1108,"Blunder,kekalahan telak telah terlihat ada deal2an kayanya sama bapaknya 😂"
1109,shit
1110,Gagal maning..gagal maning
1111,"Siapapun capres cawapres baru, ga bakalan ada pengaruhnya sama kerjaan gw apalagi karir.. bodo amat lah 😂"
1112,Fix coblos sebelah
1113,Polahmu brannn. Ruwet
1114,Lulusnya ngalahin anak MT atau MDP.
1115,@
1116,Kek nya pak prabowo salah pilih wakil nih
1117,Ealah....
1118,Seruuu wkwkwkwkwkwk
1119,"All in prabowo ❌️ 
All in Anies ✅️"
1120,prabowo waktunya tidurrrrr...... jalan aja udah oleng kaya orang ambien...
1121,Erick Thohir lebih baik
1122,Siap2 hattrick..
1123,KALAU ADA PEMIMPIN MENANG KARENA LEMBAGA SURVEI DAN BUKAN KARENA PILIHAN RAKYAT ..NEGARA INDONESIA BAKAL HANCUR..
1124,"Legacy buruk di ujung perjalanan. Bad finishing touch, bad ending bagi Pak Jokowi."
1125,AMIN😍😍
1126,Alurnya Konoha bangettt
1127,"Hidup lagi capek""nya eh malah dikatain suami😣 btw Ada gak sih yg tau solusinya biar punya pyd bagus ☹️ capek banget dikatain suami mulu😣"
1128,"Bagus deh, pemuja prabowo yg sangat benci jkw  pada kebingungan. Gimana bisa idola mereka meminang anak dr orang yg dibenci 😂... selamat galau. Mending kalian pada pindah ke Ganjar Mahfud! Masuk akal"
1129,ga jadi milih maaf jendral pasangan bukan masih bocil bgt
1130,Sambut kekalahan nya pak
1131,"Kejadiannya sama nih pas masa akhir waktu sby ngejabat, anaknya juga ikutan nyaleg..."
1132,Terima kasi paman 😅
1133,"Ga tau malu sih gibran ini. Sama Mk di obok obok hanya demi dia. Dan ayahanda @jokowi yaa biarkan aja dan sembunyi tangan. Btw blunder buat pak @prabowo sih, karena hasil survey dia jauh lbh unggul kalo gandeng @erickthohir"
1134,GILA JABATAN YAH GIBRAN
1135,Gibran bisa nyungsep
1136,Masak iya cm jd capres lagi
1137,Banteng lagi donk wkwkkwkw
1138,Beralih dukung anis -imin for R1 2024
1139,Luar biasa ya......dari kmrin basa basi.mdh2an nggk jadi.raja tega.nggk respek.
1140,Fix Mahkamah Keluarga 😢
1141,😢
1142,Simbah dan cucunya
1143,😂😂😂 #prabowo #blunder
1144,"Manusia Hanya Berusaha,  Paman Yang Menentukan ❤❤❤"
1145,"Mas gibran ada lowongan jadi buzzzerp gak, kalo ada kualifikasinya apa, dulu si @permadiaktivis2 kan bully pak prabowo habis habisan eh sekarang mendukung pak prabowo, kalo boleh tau gaji berapa dan apa aja fasilitasnya, asal kebal hukum pak ☺️ kaya permadi"
1146,"Yaelah Pak @prabowo , blunder. Kalah lagi aja ini mah"
1147,Mantap👍 banyak yang mendoakan prabowo - Gibran
1148,"Jangan² besok pas mau pendaftatan, beda lagi cawapresnya. Tp meski dia ngga jd cawapresnya PS, dgn dukung PS saja aku dah ngga respect.  Karena masih dia masih kader PDIP, harusnya jauh hari mundur kalau dia dukung PS apalagi jadi cawapresnya PS."
1149,Tegak lurus @ganjar_pranowo @mohmahfudmd
1150,Kacau ...
1151,"Gampang ketebak, kaya jalan cerita sinetron 😂...."
1152,Hese keneh neangan gawe euy loba syarat na.
1153,shame on you gibran 👎👎👎
1154,"Mas Gibran di buat senjata si Wowor mau aja,, jangan sampai jadi senjata makan tuan 😂😂"
1155,Capres yg gak pede dengan tim pemenangan nya
1156,Mon maap ga dulu 🙌
1157,Mantap ayo mas @gibran_rakabuming semangat buktikan mas kamu pasti bisa bro @kaesangp bisa donk support all in bareng @psi_id 😂😂😂😂😂 karena @gibran_rakabuming muda beda dan berbahaya huhuyyyyyy
1158,😂😂😂😂😂😂😂😂😂
1159,🔥🔥🔥🔥🔥🔥gaspolll.... #tenggelamkangibran #menangkanganjar
1160,"Kami sekeluarga mengucapkan ""BODO AMAT"" sekian dan terimakasih"
1161,Sy pendukung pak jokowi.tapi menurut sy gibran belum pantas jadi wakil presiden.dukung yg uda berpengalaman aja ganjar mahfud.
1162,"kepentingan pribadi & kel diatas kepentingan bangsa dan negara. terimakasih para calon pemimpin dan ketuae partai, kalian telah memberi contoh pd kami"
1163,"Semoga kalah 

Aamiin"
1164,🤭
1165,Klo prabowo ingin menang pilih erik tohir jd cawapres nya.
1166,GOLPUTTTT
1167,Semakin Yakin Pilihan Ke Pak Anies
1168,Selamat PAGI👏
1169,Semoga kalah dlm pemilu 2024 .....
1170,"Akhirnya, tercapai juga jadi CAWAPRES😁🙏👌"
1171,Lawan empuk bner dah 😂
1172,Bakalan hattrick
1173,Hattrick kalah
1174,berak
1175,Wis mboten tenan...
1176,Oh gitu cara main nya
1177,hadehadehadehadehadeh
1178,Perang dimulai Jokowi vs Megawati
1179,Blunder
1180,"lah beneran dipake sama pak Prabowo, pdhl kmrn belom dingin kasus soal MK yg rancu dan berpihak sm keluarga istana WKWK"
1181,"Kasian Pak Prabowo aja,Saya Do'a kan Pak Prabowo semoga sehat Aja Pak ya yang tabah aja Pak,jangan banyak ngeluarin Uang yang tidak penting dah aja kalo mau ngeluarin Uang Mah buat ke Panti Asuhan aja jangan Buat Kampanye 😢"
1182,Bakal kalah lagi
1183,Banteng
1184,Terus keluar dari banteng?
1185,Insya bisa
1186,🔥🔥🔥
1187,Emang sdh takdir wowo jd capres seumur hidup😂
1188,"Dah, pilih lah masing"" yg disukai tanpa menjelekan."
1189,https://www.youtube.com/watch?v=z30vDjd1s3U
1190,NO DINASTI👏🔥
1191,🖕🖕🖕🖕🖕🖕
1192,"pengalaman masih minim dipaksa jadi cawapres, oalah😂😂😂 bisa kalah 4 x lah"
1193,Tombol buat mukulin banteng 👉👉
1194,Kalah lagi aja pak 😂😂😂
1195,Mantaaap👍👍
1196,Setuju mbak ... karena 2 kontestan tersebut punya hal baik yang di perjuangkan ... Maaf saya tidak memilih no 3
1197,Alhamdulillah 😂 banteng pecah kongsi ❤️❤️❤️
1198,"siapapun dia dan siapapun pemenangnya jgn terlalu diambil serius,... nasib kita tergantung perjuangan kita masing².....semoga Negeri ini dijauhkan dari yg tidak baik...."
1199,pantesan manis depan pak pres dan pak pres kasih kode dukungannya ke pak prabowo
1200,"Sudah ketebakkkkkkkk , selamat semoga menjadi presiden selanjutnya buat pak Anies Baswedan"
1201,Terlalu cepat..
1202,"Sudahlah kawan, semua sudah diatur, karena umur, beliau jadinya akur, nanti juga menang lg di MK..."
1203,"Ni org udh dikasih jadi walikota masih mau lebih, emg dasarnya gk punya malu"
1204,Akibat emak merah rendahkan kadernya dgn sebutan petugas.... Anaknya yg gerak...
1205,Dagelan politik.
1206,MK BERHASIL
1207,"Sepertinya Prabowo akan meneruskan tradisi ""selalu kalah""!"
1208,Si Banteng nempatin 2 kandidat ya.. pasangannya pak Mahfud dan pasangannya pak Prabowo😂
1209,"Fix pemecah rekor dunia, kekalah pilpres terbanyak 😂"
1210,Blunder parah 🫨
1211,Whyyyy
1212,"PDIP maksa golkar untuk mengusungkan gibran jadi capres prabowo, Akhirnya Golkar nurut dan nuntut pak prabowo jika tidak mau mengikuti usungan dari golkar maka golkar akan keluar dari koalisi, akhirnya Strategi PDIP berhasil untuk mengalahkan Prabowo dengan dalih cawapres Gibran supaya blunder"
1213,Mukanya tengil gak sih?🤭
1214,"yaaelah gw kira prabowo bagus, trnyata ujung2 nya ama gibran juga.. mending golput aja lah"
1215,Yang pasti secara pribadi g akan pilih Prabowo
1216,Masuk perangkap
1217,"Waduh masa pak mahfud head to head sm gibran, gasabar pas debat bakalan caur si 🫣"
1218,Wakwakwakwak😂
1219,oh oke. bye!
1220,Gakkk
1221,"bisa ya ada org se gak tau diri gini? Ops maaf, namanya juga putra mahkota. Urat malunya udah putus dari lahir."
1222,Imho.. klo posisi gini yg bikin seru drama politiknya 😂 misal cawapres nya yg lain kurang sedep
1223,Horeee... 😍😍😍😍❤️❤️
1224,Gak masalah. Bakal seru malah. Malah kombinasi bagus antara dua generasi. Anak muda terwakilkan. Prabowo-Gibran yang sudah pasti melanjutkan pembangunan Pak Jokowi dan pastinya ketua partai (bukan petugas). Hanya Prabowo 🔥❤️
1225,prabowo siap kalah
1226,Asik ya ...bertempur Mega vs Jokowi....yes....semoga yg sana pemenang nya .....tau kah ..😂😂
1227,"blunder om wowo, knp gk erick atau mahfud sih waktu itu, aduuhh kalah lg ajh ini mah"
1228,"Gibran hanya numpang bunga Prabowo, tp nnti akhirnya kalah juga , semua pd bubar..😂😂"
1229,2024.. GP - Mahfud MD..yang sudah jelas berpengalaman di pemerintahan.
1230,"Tegak lurus ke pak jokowi...., tetep @ganjar_pranowo @mohmahfudmd  pilihan terbaik 2024 untuk Indonesia Emas kedepannya"
1231,Game over 😂
1232,Hahahaha.. Emang politik kacau banget 😂😂😂..
1233,Pak Prabowo mas wali 👍👍👍❤️❤️❤️
1234,Siapa dulu yang cawe2…
1235,Wah...bran bran ...mencla mencle kowe...katanya mau menyelesaikan tugas walkot solo..skrng ditawari cawapres langsung pindah haluan...piye kowe bran...
1236,Semakin seru
1237,Pak pabowo kok sama dua sig ??
1238,#tetapgolput 🤭🤭
1239,gibran lain teh ucum @kullsuum
1240,Kenapa ngk bu susi aj pak
1241,"😂😂😂😂kita uji di seluruh kampus berani ga anak"" BEM uji smua capres cawapres kita mulai j sekarang"
1242,Fix Pilpres tahun depan cuma coblosan tgl 14 Februari saja alias 1 putaran 👀
1243,Saya tunggu di Debat Capres & Cawapres . . . Gagasan siapa yang kayak untuk di dukung 🔥🔥 Meskipun muda tapi kalau gagasan gitu gitu Bae yaaaaaaa . . . . Bobok aja 😂😂
1244,"Masyarakat harus melek, terkhusus masyarakat yang gunain sosial media , mempertimbangkan dengan banyak pertimbangan jikalau ini pasangan kedua ini yg ada dihati anda."
1245,Blunder...???
1246,Full senyum
1247,🔥🔥🔥
1248,Ingin menang ❌ ingin kalah ✅
1249,Bodolah
1250,Sama anak ingusan kok takut ?
1251,Pecah PDIP
1252,Smkin seru pertempuran 😂😂
1253,Masih kecil udh main cawapres2an cuma putra mahkota doang yg bisa mah 😅
1254,Quatrikkk
1255,"Alhamdulillah,,, yg muda yg muda yuk merapat"
1256,Edaaan
1257,Anis dan ganjar dapat angin segar
1258,Ntr MK mutuskan d atas 70 tahun gk blh nyapres jgn bilang gibran lgsg jd capres yaaa
1259,"Semoga yang terbaeque buat kalian semua yang mengambil langkah seperti itu,  terimakasih sudah menunjukkan jatidiri yang sebenarnya. Banyak yang kecewa tapi mau gimana lagi 😢😢😢"
1260,GOLPUT AHH
1261,Dinasti ya pak
1262,Walikota solo nya diteruskan jan ethes
1263,"Klo ada yang gugat keputusan MK wes kacau itu bisa² tragedi nasional ""turun ditengah"" jalan"
1264,"100% Indonesia, 100% Anti milih calon yang udah ngakalin konstitusi 🔥"
1265,Knapa GK Erick Thohir pak??aduh blunder pak pak hatrick lah ni 😭
1266,Yes AMIN MENANG 👏
1267,Ngapusi jilid 2 😂
1268,"Kali ini pak Prabowo salah lagi memilih wapres, banyak yang kecewa alhasil akan kalah lg 😢"
1269,Yg jlas aq gk pilih banteng.. nth ntr nantii
1270,Terlalu memaksakan.. 🥴
1271,Wakwaww
1272,Selamat buat prabowo gibran
1273,👏👏👏👏👏
1274,Gibran 🔥🔥
1275,redbul kena sembelih 😁😁
1276,Berita selanjutnya tentang pemecatan dan penggantian walikota.....ngeri
1277,Pesimis sih
1278,Masih bisa berani tunjukkin keinginan berkuasa ya rupanya hebat banget permainan dinassti keluarga ini
1279,"Strategi jokowi sesuai arahan sutradara, menempatkan gibran untuk posisi cawapres, supaya para pendukung dan simpatisan Prabowo pada hengkang.😂😂"
1280,"Benar kata Alm. Gusdur,, Orang yg paling Ikhlas adalah Prabowo, Ikhlas menjadi Calon Presiden Abadi..."
1281,Cak Imin Tertawa Lebar Melihat ini...
1282,Psti 65% anies akn terpilih di 2024 klo prabowo dgn gibran
1283,❤️❤️❤️
1284,😂😂😂
1285,😢
1286,😂😂😂😂
1287,Puncak komedi
1288,😂😂😂
1289,😢
1290,Hahahaha wahh kerenn
1291,😂😂😂😂😂😂😂😂
1292,😂😂😂
1293,Blunder
1294,❤️
1295,GOKIL SIH
1296,Hatrick prabowo
1297,Nungguin respo PDIP
1298,Blunder
1299,kalah 3x didepan mata…. kasihan dagelan
1300,Tidak terkejut 🤣
1301,Duh berat🤦🏽‍♂️
1302,Alhamdulillah
1303,😍😍😍😍😍😍😍😍
1304,Blender
1305,"Nah gitu dong, jangan malu malu kucing, Terima kasih paman😂"
1306,kalah maning
1307,Aman
1308,😂😂😂😂😂
1309,Selamat pak prabowo .. kita bersatu memmenangkan prabowo dan gibran
1310,Gembosiiiii
1311,Gas mas @gibran_rakabuming 🔥🔥🔥🔥
1312,"Yg katanya lulusan strategi perang, haduuuh"
1313,Mantap❤️❤️❤️❤️
1314,parahhhh
1315,Malu-maluin kowe bran gibran @gibran_rakabuming
1316,Dinasti planga plongo
1317,Gibran ke ketua mk : maaci pamann
1318,Belum ada sah kali
1319,haduh
1320,siap siap kalah👏😍 Alhamdulillah
1321,Cie cie cieee....
1322,Ada contoh pangeran hambalang bukan belajar
1323,"Blm asw,main resmi resmi aja"
1324,"Enak banget nih putra mahkota, langsung dibukain jalan sama bapaknya lewat om nya di MK. Enak banget ya punya previlege bisa ngakalin konstitusi"
1325,Kocak gaming
1326,😂
1327,wkkwkwk doi ga bakal bisa jd cawapres klo bukan karna pamannya ada di MK🤣🤣
1328,Blunder
1329,❤️🔥🔥
1330,Nunjem😂😂
1331,BLUNDER
1332,Waahh duuh..
1333,"Sip bowo, hatrick.... Andai nya kau pilih yusril atau ahy"
1334,Amin
1335,"Manusia ambisius berkuasa sampai MK jadi alat politik keluarga nya, dan PDI-P dihianati yg membesarkan nya tdk tau adab😂"
1336,Hadeeehhh
1337,Hattrick + Own Goal.. Luarr Bioskop! 🔥👍🏽
1338,Matursuwun Pak Lek 👏
1339,Selamat
1340,Blunder lagi
1341,Resmi itu kalau udah daftar ke kpu
1342,Blunder.... menguntungkan Anis... ga sulit2 lagi
1343,😂😂😂
1344,blunder terparah abad ini
1345,@ekasptra1
1346,Blunder. Angin segar buat lawan.
1347,"Aman,tinggal menteri kabinet dari PDIP keluar kabinet,Gendrang perang telah di buka🔥🔥🔥"
1348,"Silahkan borong semua partai, semua relawan, semua anggota keluarga jokowi, kata sby"" for you, i say NO !"
1349,"Masak selama ini sudah disanjung sanjung, sekarang jadi tdk menyanjung lagi. Gembira dong😂😂😂"
1350,Selamat mas @gibran_rakabuming .
1351,"Info di seblah,pengumuman ya hr senen,ko kompas udh tau,apa punya kenalan orang dalem ?? 🙌🔥"
1352,Alhamdulillah Congratulations ❤️❤️❤️
1353,Resmi itu sudah deklarasi dan mendaftar. Media sangat hebat. 👍
1354,"Enak ya jd anak presiden & keponakan ketua MK & kakak ketum psi & adik ipar walikota, selamat Mas Gibran 🙏🏼😇 semoga amanah & sayang sama semua rakyat"
1355,"Mantap, perang dimulai. Tp aq suka, pemilu kali ini gk monoton tp ngeri2 sedappp...😂😁😂"
1356,"kalimat beritanya bukan kutipan langsung, kayanya kesimpulan media sendiri, kok masih yakin ET ya yg di naikan"
1357,"🎶 ""Pak Tua sudahlah...engkau sdh terlihat lelah..ooh..pak tua"" 🎶"
1358,Kalah maning kalah maning son
1359,gugat mk
1360,Hahaha
1361,kalah lagi 😂
1362,Berharap pak Erick atau Ridwan Kamil 😌
1363,Laki laki yg dipegang omonganny
1364,Nah lho.....
1365,Blunder. Jangan lupa pilih #ganjarmahfud2024
1366,Selamat mas Gibran.. semoga sukses di ajang pemilu 2024. Kami Rakyat hanya bisa mendo'akan agar siapa pun kelak yg menjadi Presiden dan wakil presiden bisa membawa Indonesia lebih maju dan Rakyat bisa sejahtera makmur. Aamiin YRA
1367,Akun buzzer bermunculan😂
1368,"Sudah saatnya pemuda tampil di pilpres 2024, sejarah terulang kembali salam indonesia.. @dafiy.mk @vian_orange @achong_pumas10 🔥🔥🔥🔥🔥🔥"
1369,"Terlepas dari banyak kontroversi, tapi dinamika politik sekarang lebih seru sih dari sebelumnya, banyak plot twistnya. Siapapun capresnya, apapun pilihannya, smg kita sbg masyarakat tidak terpecah belah dan fokus pada kemajuan Bangsa❤️"
1370,"""jangan panggil aku anak kecil paman, tapi panggil aku jalan kekalahanmu yang ke 3x nya"""
1371,Baguslah jadi keluar dari banteng😂klo ga ntar kaya bapaknya ga dihargai sama bosnya..
1372,"""Pak Jokowi itu kayak gitu lho, mentang-mentang. Lah iya, padahal Pak Jokowi kalau enggak ada PDI Perjuangan juga, aduh, kasihan dah,"" kata2 ini tidak beretika dan tidak menjaga marwah kepala negara😂😂 Yuk Pilih Presiden Yang kedepan tidak dilecehkan oleh ketum yang merasa paling punya kuasa sebab presiden itu dipilih oleh mayoritas penduduk Indonesia yang siapapun wajib menghormatinya. 😂😂"
1373,Saya tetap yakin pak Ganjar akan menang
1374,Makin kalah lagi pak prabowo.....
1375,Blender
1376,Gajadi ngab owo dh
1377,"emg enak jd pangeran, bahkan konstitusi pun bisa diubah seenak jidat"
1378,Blunder lagiiii pakkk bowo
1379,Macan asia tersandera😂😂😂
1380,Pak prabowo yang sekarang suka dengan komedi beda dengan pak prabowo yang dulu sangar dan tegas
1381,Selamat capres abadi😂
1382,Kecewa 😢
1383,HAH?!
1384,Hahahaha.....manstab...gassss puooolll
1385,Mahfud MD
1386,Ngeriii 🤣
1387,Otw kalah 3x 😂
1388,akan Kalah lagi
1389,kecewa
1390,"ANAK KESAYANGAN NEGARA NIH BOSSS, UPSS"
1391,Mimpi
1392,"👏Berarti Erick Thohir TETAP jadi KETUM PSSI🇮🇩,"
1393,Blunder lagi
1394,Alhamdulillah ...Amin semakin terdepan the next Hero presiden.... Allahumma Sholi Ala Muhammad....
1395,"gak bakal gue dukung ni Prabowo,"
1396,pura pura kaget
1397,Moga 98 tak terjadi
1398,Lolto....
1399,"MK= Paman, Projo= Menkominfo "" BIG DESIGN"""
1400,Ga sia2 hasil krj bokap sama pamannya.
1401,"Capres cawapres cawe cawe, kita tunggu reaksi PDIP."
1402,Putaran pertama lgsg kalah😂
1403,@ghianrafiff3 official 😢
1404,"Alhamdulillah Mas Ganjar, kita lebih mudah bisa menang 1 putaran. YESS👏👏👏"
1405,Bakalan kalah ke 3 nya ini 😂
1406,😂
1407,BLUNDER MULU DAH @prabowo
1408,ternyata oh ternyata....ketauan dia main diblkg layar MK
1409,Mahkamah kroni
1410,"Politik dari dulu memang gendeng,tp kali ini yg paling gendeng 😂"
1411,Prabowo kalah sebelum pemilu😂😂😂
1412,"Wis ora popo tetep tak dukung, bosen ama yg sdh tua2 😂"
1413,Maluu sama ema bran..
1414,"Wkwk kalah utk kesekian kalinya,.. blunder"
1415,Elite elite
1416,Pdhl ada pak erik atau pak yusril
1417,@destrionooo
1418,Duhh napa harus Gibran
1419,BELUM PANTASS.. MASIH MINIM PENGALAMAN
1420,Opo iki 😂😂😂
1421,"Fix sia-sia sudah reformasi, mari kembali ke jaman orba 👏"
1422,Kasian sama pak Prabowo
1423,Tetep semangat dukung Ganjar nd Mahfud …😍
1424,"Masih Besok akan di umumkan,"
1425,Aduh blunder
1426,Jangan panggil aku anak kecil paman 😂
1427,"Selamat @gibran_rakabuming , semangat gaspoll"
1428,😂😂😂 gibran gibran. Ambisimu itu lho
1429,Semua sudah diatur.. 😂🤭
1430,Tim ambyar
1431,"Sepertinya 1 putaran nih, kalopun 2 Gama VS Amin😂"
1432,Lawak ini org
1433,👎👎👎👎👎
1434,Ngawur
1435,Ttp Aldi Taher 👉🏻
1436,All in Prabowo-Gibran 🔥
1437,😢😢😢😢😢😢
1438,Negara hancur lebur akibat ketum sampah
1439,wowo masuk jebakan batman joko..
1440,KECEWA
1441,prabowo bunuh dirinya sendiri😂😂
1442,
1443,"Asyik, putra mahkota jadi presiden nanti jadi presiden, adik dan ipar jadi mentri,"
1444,Terserah yg penting pak Eric masih di pssi😍👏
1445,"Wellleehh… gk kapok😂
Gk mau milih yess maaapppp!"
1446,Kalau menang racun2 sikit bro..
1447,Terima kasih paman
1448,Like seriously?
1449,😂
1450,Asliii.. tadinya ku mau pilih pak prabowo. Tapiii tapiii tapiiii
1451,"Plis deh sesekali berpikir apa yang dipikir pendukung prabowo, pak😢"
1452,Hancurkan dinasti oligarki ribawi dajjal laknatullah.... hancurkan komunis atheis dajjal laknatullah yang sembunyi di partai banteng..... bubarkan Indonesia..... maklumat kan berdirinya Kesultanan kesultanan Melayu Nusantara
1453,Live di TV TV
1454,GP MAHFUD ❤️
1455,Ahahaa... Boneka politik... Semoga bukan karbitan ya kang mas???
1456,Itu supaya gank 212 gak bisa merapat ke Prabowo
1457,"Jokowi auto di kk out dari PDIP,menteri PDIP keluar dari kabinet,Gendrang perang telah di tabuh🔥🔥🔥"
1458,Here we go
1459,mukamukamukamu seperti badut ... .
1460,Yah pak @prabowo 😢😢😢
1461,Terimakasih paman👏
1462,ganjar mahfud is the best smg menang 1 putaran
1463,Salut buat pak Wowo mempersiapkan anak muda menjadi pemimpin masa depan! Ayo kita dukung untuk anak anak kita generasi penerus bangsa
1464,Maaf pak blm layak pak
1465,😂😂😂
1466,Babay pakkkk blunder syekali
1467,Yah blunder.. Gakh jd pilihan
1468,Blund
1469,Yahhhhh kecewa. Harusnya Pak Erick Tohir. Pasti tambah chance untuk menang
1470,bjir
1471,Tetap 2 putaran 3 calon fix
1472,Kecewa.
1473,"Pdahal erik tohir,airlangga uda siap duh"
1474,Siap2 kandang Banteng di obrak abrik 😂😂😂
1475,"😂😂😂,, karbitan"
1476,Tetap pilih Ganjar ya 👏👏👏
1477,Fix blunder sih.
1478,#kamimuak
1479,Susah jga bowo nie cari pasangan hdp aja gagal apa lagi  cawapres
1480,Yah blunderr:(
1481,Politik sayang anak telah berjalan...
1482,2024 siap menangkan Pak Ganjar Pranowo - Mahfud MD RI 1 - RI 2 🇮🇩🇮🇩
1483,Otw pindah jalur
1484,Terluka nya emak red bull😂
1485,"Pilpres yang membakong kan, tikung menikung 🤣🤣🤣"
1486,Gw dukung kalian👏
1487,😂😂😂👏
1488,Kalah lagi prabowo lawak
1489,Biarin soalnya kagak ada bantengnya
1490,"Valid ga nih,"
1491,Kenapa GX Emil ato khopipah
1492,Fix Prabowo gw coret...
1493,Kaesang masuk PSI adalah tameng keluarganya
1494,SANG BOCIL KARBITAN
1495,Blunder pak bowo
1496,Waduh media ko beritakan yg belum valid
1497,Le le le sak karepmu karo bapakmu
1498,Aki2 berpasangan bocil untuk indonesia makin gemooy...
1499,😮😮😮🙌
1500,jamin kalah lagi...wkwk
1501,udh settingan
1502,Dinamika politik
1503,Boleh minta sedikit bantuannya nggak bang buat beli beras🙏🙏🙏
1504,DEKLARASI PERANG DIMULAI
1505,😢
1506,Selamat pak jadi capres abadi @prabowo
1507,Politik 2 kaki PDIP. Kaya dulu ARB sama JK.
1508,Yang penting cuma 1. Jangan Anies dan Imin 🙌😂
1509,Ayo
1510,Masih calon
1511,😮
1512,Siapapun presidennya asal jangan #anisbaswedan
1513,Ya ampun 🤯🤯🤯🤯🤯🤯🤯
1514,"Jangan² nanti menang lagi gara² ada 'paman' di instansi anu 😂😂😂 Ya Tuhaaan, negeriku mau dibawa kemanaaaa? 🤣😢"
1515,Dari kekuatan orang dalam ini yang paling dalam
1516,Blunder😂
1517,Anggota KIM pada bego ya...
1518,Dari sini kita yakin DEMOKRAT salah berkoalisi😂😂😂 bukan perubahan yang diharapkan
1519,"Duhhh padahal dah mengidolakan pak prabss, tapi koook👉🏻👈🏻"
1520,"Fatal, tinggal fokus ke KPU aja, karena ini mustahil menang kecuali curang, dan tanda2 curang sudah nyata"
1521,Kok fotonya gtuh wkwk
1522,Mantap semangat
1523,PENGEN JUGA DONG JADI CAWAPRESS
1524,Saya dukung Mas Gibran karena  Anak Muda yang Cerdas Rendah Hati BudiPekerti Santun Berkata dan bertindak Moga membawa Indonesia ke depan yang lebih Maju
1525,"Ealah jd capres abadi pak,,,😢😢😢"
1526,"alhamdulillah , @gibran_rakabuming  @prabowo gassspolll ...."
1527,Indonesia bagian timor 100 persen buat Gibran. ❤️
1528,"Terserah rakyat yang memilih😂🤣tetap pilih yg paling berpengalaman di birokrasi dan legislasi, baik capres cawapres mmg baiknya Dwi tunggal,  rakyat SDH sgt cerdas memilih."
1529,Berani lawan PDIP karena ngerasa dilindungi bapaknya.
1530,Prabowo Ketuaan Jadi Capres dan Gibran Terlalu Muda jadi Cawapres..😂😂
1531,Otw kalah 3x nih😂😂 udah pilih ganjar atau anies  aja gpp asal jangan prabowo cuma bisa jualan  nama jokowi😂😂
1532,Ga banget
