slang,formal
cm,cuma
klo,kalo
mgkn,mungkin
ato,atau
diapain,diapakan
gtu,begitu
bgs,bagus
ms,masih
bs,bisa
krn,karena
mgkn,mungkin
haragain,menghargai
cb,coba
klo,kalo
g,tidak
uda,sudah
g,tidak
nyakitin,menyakiti
ht,hati
gw,gue
jgn2,jangan-jangan
org,orang
lg,lagi
kyk,kayak
sbaiknya,sebaiknya
mngerti,mengerti
blajar,belajar
dlu,dulu
dr,dari
fakta2,fakta-fakta
yg,yang
slama,selama
spt,seperti
udh,sudah
ckup,cukup
kyk,kayak
msh,masih
mnding,mending
cm,cuma
klo,kalo
gw,gue
lgsg,langsung
gw,gue
nilai2,nilai-nilai
lg,lagi
buka2,buka-buka
nyinyirin,nyinyir
pdhl,padahal
pd,pada
nyerang,menyerang
hrs,harus
mrk,mereka
trima,terima
mrk,mereka
hrs,harus
bs,bisa
ksh,kasih
ngomomg,mengomong
mang,memang
udh,sudah
klo,kalo
kbetulan,kebetulan
orgtuanya,orang tuanya
lg,lagi
sbelum,sebelum
ngamatin,mengamati
ngintip,mengintip
stelah,setelah
sm,sama
orng,orang
sndiri,sendiri
yg,yang
ksh,kasih
ngintilin,mengintil
trus,terus
smnjak,semenjak
trbukti,terbukti
nyambet,menyambat
msk,masuk
krmh,ke rumah
aja,saja
sm,sama
pdhl,padahal
rmh,rumah
gk,tidak
cm,cuma
yg,yang
skrg,sekarang
bo'ong,bohong
dri,dari
dlu,dulu
lg,lagi
klo,kalo
bkn,bukan
eloo,lo
apa2nya,apa-apanya
goblokkk,goblok
sesatt,sesat
ibliss,iblis
elo,lo
utk,untuk
smua,semua
hrs,harus
kbiasaan,kebiasaan
hdpnya,hidupnya
lbh,lebih
gk,tidak
byk,banyak
ngomong,mengomong
pake,pakai
pny,punya
anknya,anaknya
rmh,rumah
jalan2,jalan-jalan
gk,tidak
prnh,pernah
tdr,tidur
org,orang
sbuah,sebuah
spt,seperti
anak2nya,anak-anaknya
yg,yang
tdnya,tadinya
bkin,bikin
dr,dari
ank2nya,anak-anaknya
tp,tapi
ank2nya,anak-anaknya
yg,yang
milih,memilih
sndiri,sendiri
kn,kan
stelah,setelah
mrk,mereka
branjak,beranjak
ank2,anak-anak
gk,tidak
bs,bisa
masyarakay,masyarakat
yg,yang
lht,lihat
jg,juga
bs,bisa
mudah2an,mudah-mudahan
nyampe,sampai
utk,untuk
menegerti,mengerti
bkin,bikin
hdpnya,hidupnya
apa2,apa-apa
sok2,sok-sok
nasehatin,menasihati
ngaca,mengaca
dlu,dulu
jgn2,jangan-jangan
pantes,pantas
ajah,saja
kakk,kak
kakkkk,kak
slamet,selamat
ampe,sampai
nari,menari
ngapain,mengapai
ehh,eh
mf,maaf
bru,baru
ngcpin,mengucapkan
pgn,pengin
woowwww,wow
iaa,ya
trus,terus
yaaaa,ya
kakk,kak
kdg,kadang
nyesel,menyesal
knp,kenapa
skrg,sekarang
ngerasa,merasa
skrg,sekarang
kebagi,terbagi
nerusin,meneruskan
indo,indonesia
aja,saja
univ,universitas
kk,kakak
kk,kakak
nyesel,menyesal
kmu,kamu
maen,main
"ngaku""",mengaku-ngaku
wihh,wih
tetapppp,tetap
gantenggg,ganteng
aq,aku
donk,dong
jakety,jaketnya
lucuu,lucu
nggk,tidak
skli,sekali
kli,kali
yg,yang
km,kamu
ttp,tetap
pala,kepala
pusingggg,pusing
ttp,tetap
bng,bang
ttp,tetap
qu,ku
pucing,pusing
pala,kepala
ihhhh,ih
maho,manusia homo
gpp,tidak apa-apa
gantng,ganteng
pucing,pusing
alak,kepala
ga,tidak
akn,akan
hilangv,hilang
bungggg,bung
bangg,bang
gapap,tidak apa-apa
klo,kalo
keliatan,kelihatan
kyak,kayak
yg,yang
pling,paling
byk,banyak
gokiiill,gila
ngak,tidak
apa2,apa-apa
jdi,jadi
kya,kaya
org,orang
busedh,buset
gokilnya,gilanya
sma,sama
duluuu,dulu
keceee,kece
nyaa,nya
klu,kalo
gilaa,gila
gak,tidak
ahhhh,ah
w,gue
duuhhh,duh
tetep,tetap
aq,aku
amiiiiinnnnn,amin
dg,dengan
tullus,tulus
tw,tau
pluk,peluk
durhaka2,durhaka-durhaka
y,ya
gk,tidak
ngomong,mengomong
kmu,kamu
udh,sudah
ttp,tetap
kpada,kepada
"seburuk""",seburuk-buruk
ortu,orang tua
kta,kata
dy,dia
ktaa,kita
dy,dia
yup,ya
tdk,tidak
mb,mbak
tetaplaah,tetaplah
q,aku
baek,baik
ajja,saja
dech,deh
baek,baik
oprasi,operasi
aj,saja
gya,gaya
sm,sama
ny,nya
kndung,kandung
ehh,eh
sbg,sebagai
klo,kalo
bkn,bukan
u,untuk
smua,semua
ksenangan,kesenangan
yg,yang
ddpt,didapat
skrang,sekarang
jwab,jawab
sbg,sebagai
km,kamu
sk,suka
mmbodohkan,membodohkan
orlaen,orang lain
bgtu,begitu
sbg,sebagai
jgn,jangan
bgtu,begitu
skrg,sekarang
drpd,daripada
spt,seperti
elo,lo
malem,malam
gk,tidak
ngerti,mengerti
aplikasiin,mengaplikasikan
bgtu,begitu
berangat,berangkat
praktekin,mempraktikkan
dahh,dah
ntar,entar
gmn,bagaimana
omdo,omong doang
bgini,begini
kate,kata
gada,tidak ada
cabe2,cabe-cabe
klo,kalo
prjuangan,perjuangan
dg,dengan
kmewahan,kemewahan
stimpal,setimpal
dg,dengan
kmewahan,kemewahan
yg,yang
ddpat,didapat
klo,kalo
bkn,bukan
sprt,seperti
skrang,sekarang
km,kamu
jgn,jangan
aj,saja
bc,baca
mnilai,menilai
km,kamu
kata2,kata-kata
za,saja
gak,tidak
pake,pakai
pake,pakai
w,gue
gak,tidak
udahh,sudah
gak,tidak
usahh,usah
omdo,omong doang
za,saja
segala2nya,segala-galanya
sekarng,sekarang
skrg,sekarang
sprti,seperti
skrg,sekarang
sampe,sampai
masing2,masing-masing
jgn,jangan
sampe,sampai
mkanya,makanya
jgn,jangan
dlu,dulu
sblm,sebelum
hay,hai
mreka,mereka
bhagia,bahagia
km,kamu
aja,saja
yg,yang
korek2,korek-korek
org,orang
pngen,pengin
ngebales,membalas
krna,karena
w,gue
sihh,sih
gak,tidak
ngomong,mengomong
udahh,sudah
males,malas
w,gue
sasama,sesama
ga,tidak
klo,kalo
dahh,dah
elo,lo
dehh,deh
cabe2an,cabe-cabean
terong2an,terong-terongan
seklian,sekalian
kluar,keluar
tuuu,itu
jgn,jangan
ngurusan,mengurusi
org,orang
ngaca,mengaca
donk,dong
campurin,mencampuri
emnknya,memangnya
py,punya
kaka,kakak
unyuu,unyu
dy,dia
bkn,bukan
tp,tapi
kndung,kandung
klo,kalo
mrangkul,merangkul
adlh,adalah
knpa,kenapa
klo,kalo
g,tidak
wlo,walau
bnyak,banyak
yg,yang
sperti,seperti
lh,lah
manusiy,manusia
tx,tak
dr,dari
samara,sakinah mawadah rahman
aamiin,amin
klw,kalo
liat,lihat
teringt,teringat
trmsuk,termasuk
ank,anak
yg,yang
dn,dan
pilihnmu,pilihanmu
swmntara,sementara
trmasuk,termasuk
gak,tidak
dlm,dalam
orang2,orang-orang
yg,yang
sgt,sangat
liht,lihat
aj,saja
y,ya
klo,kalo
suaminy,suaminya
skrg,sekarang
msh,masih
kn,kan
sm,sama
jadulnya,jaman dulunya
mantaff,mantap
klo,kalo
yg,yang
ngata2in,mengata-ngatai
g,tidak
jgn,jangan
bagaimna,bagaimana
tpi,tapi
mulusssss,mulus
bgus,bagus
bkn,bukan
gmana,bagaimana
kpleset,kepleset
yawlah,ya allah
bgt,banget
ntr,entar
lgsg,langsung
kepeleset,kepleset
engga,tidak
kayanye,kayanya
amiinnnn,amin
klo,kalo
gn,begini
ngakak,mengakak
komen2an,komen-komenan
wewww,wow
dumsss,dong
tar,entar
keq,kayak
gini,begini
amiin,amin
perbaikin,memperbaiki
trus,terus
permasalhkan,permasalahkan
bener2,benar-benar
ga,tidak
ngomong,mengomong
betul2,betul-betul
jauhin,jauhi
dateng,datang
ngomong,mengomong
adiik,adik
manisss,manis
ngerti,mengerti
"besar""",besar-besar
"masing""",masing-masing
aja,saja
"masing""",masing-masing
yaaa,ya
nyoba,mencoba
wihh,wih
beneran,benaran
yg,yang
ddlm,di dalam
smua,semua
kmbali,kembali
pd,pada
d,di
kmu,kamu
gk,tidak
kmu,kamu
gk,tidak
dkuburnya,dikuburnya
fi,di
indo,indonesia
sm,sama
ttg,tentang
masing2,masing-masing
kyk,kayak
kl,kalo
rata2,rata-rata
lbih,lebih
byk,banyak
critamu,ceritamu
kw,kau
ja,saja
dl,dulu
tu,itu
kl,kalo
dh,dah
bres,beres
cmkn,camkan
tu,itu
gk,tidak
diurusin,diurusi
keles,kali
yg,yang
biarin,biarkan
aja,saja
ntar,entar
utk,untuk
utk,untuk
gk,tidak
gk,tidak
kk,kakak
kale,kali
klo,kalo
ngomong,mengomong
elo,lo
ngerasa,merasa
bener,benar
ga,tidak
donks,dong
ga,tidak
kn,kan
keles,kali
smoga,semoga
kmu,kamu
jngan,jangan
"membanding""",membanding-banding
gk,tidak
kmi,kami
mengperbolehkan,memperbolehkan
gk,tidak
krena,karena
ngri,negeri
"dingin""",dingin-dingin
kn,kan
lma,lama
dibangga'in,dibangga-banggakan
ngajak,mengajak
ngebolehin,membolehkan
dapet,dapat
gak,tidak
denger,dengar
dlu,dulu
"jelek""in",menjelek-jelekkan
stiap,setiap
org,orang
gausa,tidak usah
maksain,memaksakan
klo,kalo
km,kamu
buktiin,buktikan
smog,semoga
mnerima,menerima
baikxa,baiknya
aaamin,amin
ma,sama
ma,sama
sdh,sudah
gk,tidak
amienn,amien
sekangen2,sekangen-kangen
sm,sama
met,selamat
jln,jalan
amiin,amin
aamiin,amin
kt,kita
kmu,kamu
sdh,sudah
gak,tidak
tpi,tapi
aminnnn,amin
amiiiiiiiiiinnnnnnn,amin
nolongin,menolong
amiiiiiiiiiiin,amin
seluru,seluruh
aminn,amin
alloh,allah
amiennn,amien
amiiiin,amin
amiiiin,amin
gak,tidak
ngk,tidak
ngak,tidak
ngak,tidak
gak,tidak
bnget,banget
klow,kalo
tebir,ribet
doangam,doang
"tebir""",ribet-ribet
amad,amat
mkst,maksud
jgn,jangan
sm,sama
ae,saja
wong2,wong-wong
lau,kau
rempong,repot
ngurusin,mengurusi
kerjaan,pekerjaan
bingittzz,banget
dgn,dengan
bangets,banget
ajaa,saja
jg,juga
bngt,banget
ikh,ih
kk,kakak
aq,aku
dwh,deh
pulak,pula
nengok,menengok
bante,bantai
la,lah
ngomong,mengomong
komenannya,komentarnya
hadapin,menghadapi
dengarin,mendengarkan
bru,baru
gk,tidak
ush,usah
sma,sama
gpp,tidak apa-apa
cock,cocok
widihh,waduh
bner,benar
mantepp,mantap
dehh,deh
itungan,hitungan
cita2,cita-cita
temen-temen,teman-teman
stu,satu
syratnya,syaratnya
klo,kalo
skrg,sekarang
skrg,sekarang
mksh,terima kasih
bgt,banget
smoga,semoga
pnjang,panjang
shat,sehat
slalu,selalu
inginkn,inginkan
ank,anak
belanjaa,belanja
disiniii,disini
buktiin,buktikan
burem,buram
tlp,telepon
dngan,dengan
dg,dengan
ga,tidak
nyangka,menyangka
nunggu,menunggu
ngerasain,merasai
ngerasain,merasai
gmn,bagaimana
yaaa,ya
kancang,kencang
tmbh,tambah
cntik,cantik
bnyk,banyak
knp,kenapa
mansyoallah,masyaallah
skali,sekali
canttttikkk,cantik
dapetin,mendapati
subhanalloh,subhanallah
dlm,dalam
slmt,selamat
utk,untuk
pke,pakai
lbh,lebih
keliatan,kelihatan
mksh,terima kasih
udah,sudah
ksh,kasih
saranin,sarankan
dapetin,mendapati
stiap,setiap
lkuin,lakukan
ttep,tetap
langgenh,langgeng
foto2nya,foto-fotonya
tanggung2,tanggung-tanggung
salluutt,salut
pkai,pakai
lht,lihat
kmu,kamu
skrg,sekarang
pake,pakai
sm,sama
kmu,kamu
pd,pada
org2,orang-orang
yg,yang
smua,semua
mkn,makin
pake,pakai
seneng,senang
liat,lihat
pdng,padang
syantik,cantik
warbiyasah,luar biasa
skrg,sekarang
pk,pakai
kk,kakak
mbk,mbak
keedaannya,keadaannya
lagu2,lagu-lagu
saya2,saya-saya
tunggu2,tunggu-tunggu
sekrng,sekarang
mngkin,mungkin
ga,tidak
lg,lagi
tp,tapi
lagu2nya,lagu-lagunya
ttap,tetap
bsa,bisa
spertinya,sepertinya
ma,sama
kyk,kayak
cm,cuma
kmrn,kemarin
ad,ada
mrah,marah
gra2,gara-gara
skrg,sekarang
dy,dia
sngaja,sengaja
kyk,kayak
jlek,jelek
bs,bisa
jd,jadi
udah2,sudah-sudah
smua,semua
udh,sudah
ungkit2,ungkit-ungkit
udh,sudah
pura2,pura-pura
gatau,tidak tau
curhat2,curhat-curhat
matany,matanya
klo,kalo
kyk,kayak
gni,begini
byk,banyak
bner,benar
klo,kalo
dteng,datang
k,ke
mata'y,matanya
baju2,baju-baju
ayoooo,ayo
buruannn,buruan
emng,memang
perubut,perebut
sumai,suami
hdp,hidup
tk,tak
tdk,tidak
sprti,seperti
mb,mbak
elo,lo
urusin,mengurusi
apah,apa
sm,sama
bagus2,bagus-bagus
say,sayang
sekarng,sekarang
mb,mbak
ma,sama
mbk,mbak
jd,jadi
bgt,banget
ma,sama
sbg,sebagai
mmbela,membela
mb,mbak
mslhnya,masalahnya
hnya,hanya
sndri,sendiri
sy,saya
sj,saja
gpp,tidak apa-apa
krn,karena
msh,masih
bnyk,banyak
llki,lelaki
dluar,diluar
sna,sana
yg,yang
mw,mau
sm,sama
km,kamu
boleh2,boleh-boleh
dg,dengan
dya,dia
pantes,pantas
maluuuu,malu
beda2,beda-beda
mksh,terima kasih
udh,sudah
nyaranin,menyarankan
pake,pakai
skrng,sekarang
ja,saja
x,kali
dgn,dengan
masing2,masing-masing
lagu2nya,lagu-lagunya
tongolin,menongol
sm,sama
ahhh,ah
cabol,cabul
ngomong,mengomong
ape,apa
nyet,monyet
muna,munafik
jing,anjing
tot,entot
nihh,nih
sm,sama
ttg,tentang
tuhh,tuh
kmu,kamu
smoga,semoga
dpt,dapat
hidiyah,hidayah
jgn,jangan
percya,percaya
bgi,bagi
tlg,tolong
sya,saya
sdri,sendiri
sdh,sudah
tdi,tadi
mgkin,mungkin
bkn,bukan
sya,saya
blg,bilang
bhwa,bahwa
mimin,admin
indo,indonesia
dr,dari
br,baru
denger,dengar
skaligus,sekaligus
dr,dari
bkin,bikin
jg,juga
y,saya
bkn,bukan
jd,jadi
br,baru
cek2,cek-cek
kl,kalo
spti,seperti
dl,dulu
smakin,semakin
qta,kita
dg,dengan
gtu,begitu
sbgai,sebagai
mgk,mungkin
bs,bisa
bgmn,bagaimana
kl,kalo
spti,seperti
sapa2,sapa-sapa
tp,tapi
mmg,memang
sama2,sama-sama
kyknya,kayaknya
dgn,dengan
mgkn,mungkin
bhwa,bahwa
pnya,punya
dng,dengan
km,kamu
termurahhh,termurah
bbrp,beberapa
bhw,bahwa
dgn,dengan
banyaaaaaak,banyak
yg,yang
org2,orang-orang
ga,tidak
baik2nya,baik-baiknya
klo,kalo
mmg,memang
knp,kenapa
hrs,harus
tunjukan,tunjukkan
bhwa,bahwa
dr,dari
mgkn,mungkin
dg,dengan
anak2mu,anak-anakmu
bs,bisa
mgkn,mungkin
anak2,anak-anak
bagus2,bagus-bagus
anak2,anak-anak
ngasih2,mengasih-ngasih
berfikir,berpikir
ni,nih
amit2,amit-amit
mba,mbak
kasian,kasihan
elu,lu
d,di
kyk,kayak
gw,gue
ngajuin,mengajukan
tiba2,tiba-tiba
jkt,jakarta
kyk,kayak
ni,ini
yaaa,ya
lg,lagi
thn,tahun
laki2,laki-laki
terbaeq,terbaik
utk,untuk
namany,namanya
gk,tidak
jels,jelas
bgt,banget
tdk,tidak
dn,dan
diakibtkn,diakibatkan
gk,tidak
ad,ada
kerjaan,pekerjaan
emng,memang
suk,suka
jelek2,jelek-jelek
emng,memang
dsrny,dasarnya
ny,nya
sy,saya
jkrta,jakarta
mna,mana
dn,dan
mantaap,mantap
benar2,benar-benar
sperti,seperti
main2,main-main
lanjutkaaaaan,lanjutkan
hiduppp,hidup
ncek,encek
majuuu,maju
teruuss,terus
kdg2,kadang-kadang
looohh,loh
yg,yang
udah,sudah
sebelumbya,sebelumnya
tp,tapi
yg,yang
bener2,benar-benar
dg,dengan
ajah,saja
keles,kali
dr,dari
tp,tapi
tunjukin,tunjukkan
kya,kaya
"tahun""",tahun-tahun
jkt,jakarta
koment,komentar
ksh,kasih
k,ke
koment,komentar
sya,saya
nyampein,menyampaikan
sya,saya
nyampein,menyampaikan
bkn,bukan
jgn,jangan
nyari,mencari
msh,masih
dlm,dalam
hokiii,hoki
y,ya
gk,tidak
naksir,menaksir
iyah,iya
naksir,menaksir
"bangt""",banget-banget
cntik,cantik
bgt,banget
kk,kakak
k,kak
liat,lihat
liat,lihat
ntar,entar
naksir,menaksir
tw,tau
nafkahin,menafkahi
km,kamu
dlu,dulu
ngitem,menghitam
banyaaaak,banyak
"sama""",sama-sama
gx,tidak
lhat,lihat
ja,saja
naksir,menaksir
cantika,cantik
bgt,banget
klau,kalo
naksir,menaksir
kmu,kamu
cwek,cewek
ak,aku
laki2,laki-laki
udh,sudah
duhh,duh
kngen,kangen
fillm,film
dr,dari
emg,memang
udh,sudah
lbh,lebih
sinet,sinetron
jendral,jenderal
nanya,tanya
maenya,mainnya
sinet,sinetron
cantiks,cantik
wktu,waktu
pilm,film
yaa,ya
taon,tahun
klau,kalo
nd,indak
slah,salah
"nangis""",menangis-nangis
ortu,orang tua
beliin,belikan
ituu,itu
donk,dong
dr,dari
bgtt,banget
lgsg,langsung
aja,saja
cini,sini
jaaangan,jangan
uda,sudah
nambah,bertambah
naek,naik
terimaksih,terima kasih
saranin,menyarankan
pake,pakai
inii,ini
kaannnn,kan
tidakkkk,tidak
kemuh,kamu
da,sudah
keren2,keren-keren
gak,tidak
nyangka,menyangka
sempet,sempat
sby,surabaya
aq,aku
ga,tidak
y,ya
aq,aku
nonton,nonton
tgl,tanggal
pinginnn,pengin
buanget,banget
ketemuuu,ketemu
ampe,sampai
kebawa,terbawa
mimpiii,mimpi
pengen,pengin
ketemuuu,ketemu
wanjerrr,anjir
satupunn,satupun
motret,memotret
kapan2,kapan-kapan
temen2,teman-teman
msh,masih
donk,dong
lapakk,lapak
nyeniii,menyeni
bget,banget
ngeselin,mengesalkan
ad,ada
yg,yang
ga,tidak
seeh,sih
ttg,tentang
abis,habis
deuhh,duh
b2an,berduaan
dihargain,dihargai
"engga""",tidak-tidak
pdhl,padahal
udh,sudah
pcrn,pacaran
tahun2,tahun-tahun
tp,tapi
gk,tidak
yha,ya
lebayy,lebay
kya,kaya
gilsss,gila
baek,baik
baper,bawa perasaan
dech,deh
udh,sudah
bgt,banget
nganbek,mengambek
sukaa,suka
enk,enak
njir,anjir
kek,kayak
gini,begini
tp,tapi
mendam,memendam
gpp,tidak apa-apa
la,lah
dr,dari
maen,main
manta,mantan
gituuu,begitu
yaaa,ya
ihh,ih
ga,tidak
relaaaa,rela
kmrn,kemarin
gtu,begitu
kyak,kayak
gni,begini
bgun,bangun
cntik,cantik
lg,lagi
tdur,tidur
cntk,cantik
kt,kita
pengen,pengin
bgt,banget
knl,kenal
anugrah,anugerah
slm,salam
knl,kenal
pakek,pakai
uda,sudah
kliatan,kelihatan
km,kamu
yg,yang
gak,tidak
lbih,lebih
klu,kalo
awoohhh,allah
cantiikk,cantik
bngett,banget
kli,kali
kya,kaya
gt,begitu
kk,kakak
sbbyak,sebanyak
apun,apapun
indo,indonesia
tetep,tetap
nyangkutnya,menyangkutnya
yg,yang
untk,untuk
kk,kakak
sihh,sih
kk,kakak
gk,tidak
kliatan,kelihatan
org,orang
ampunnnnn,ampun
bgt,banget
kmu,kamu
hy,hai
hy,hai
hy,hai
cantikkk,cantik
wadaaw,waduh
paraah,parah
org,orang
aj,saja
cntk,cantik
kk,kakak
donk,dong
sampw,sampai
pengen,pengin
ngeliat,melihat
dijelekin,dijelekkan
dlu,dulu
napa,kenapa
ttp,tetap
bntu,bantu
azeeeek,asik
kalii,kali
ntikk,cantik
uhh,uh
mayan,lumayan
mnisss,manis
gtu,begitu
tambahim,tambahkan
tambahin,tambahkan
bngt,banget
bgt,banget
klo,kalo
pake,pakai
"bener""",benar-benar
klo,kalo
make,memakai
klo,kalo
dg,dengan
org,orang
yg,yang
gilaaaa,gila
canttikkk,cantik
baanggeettt,banget
ap,apa
siiihh,sih
krpoooo,kepo
pengn,pengin
gni,begini
nyusul,menyusul
nyok,yuk
kk,kakak
gni,begini
dekkk,dek
g,tidak
da,ada
yg,yang
mw,mau
kk,kakak
baper,bawa perasaan
bgt,banget
ngiri,mengiri
mmang,memang
ga,tidak
nentuin,menentukan
smoga,semoga
mnjmput,menjemput
yg,yang
kk,kakak
ygs,sayang
bgt,banget
liat,lihat
dahh,deh
jan,jangan
mblooo,jomblo
pengen,pengin
bs,bisa
ber'expresi,berekspresi
bgtu,begitu
tw,tau
ni,ini
jdulnya,judulnya
ap,apa
ciumman,ciuman
aurot,aurat
laginy,laginya
ga,tidak
yg,yang
nyaaaaaaaaaaaaa,nya
alkhamdulilah,alhamdulillah
ktnya,katanya
selaluu,selalu
anjirrr,anjir
ngeh,engah
amen,amin
bs,bisa
kliatan,kelihatan
mngkin,mungkin
qm,kamu
aamiin,amin
udh,sudah
ngomong,mengomong
kmrn,kemarin
klo,kalo
liatnya,lihatnya
udh,sudah
sm,sama
indo,indonesia
nahhh,nah
bener,benar
gak,tidak
yah,ya
ngmngnya,mengomongnya
trs,terus
yg,yang
benar2,benar-benar
orang2,orang-orang
yg,yang
sampai2,sampai-sampai
hal2,hal-hal
krn,karena
komunitas2,komunitas-komunitas
utk,untuk
mw,mau
gak,tidak
gak,tidak
fotony,fotonya
halllo,halo
sma,sama
ngiritya,mengiritnya
hematt,hemat
cocokk,cocok
dr,dari
gw,gue
lg,lagi
ciyeeee,cie
ni,nih
yeeee,ya
kk,kakak
gak,tidak
aq,aku
nget,banget
kususnya,khususnya
krm,kirim
sam,sama
ajaaahhhhh,saja
syediiihhh,sedih
akuuu,aku
gx,tidak
ngerti,mengerti
malangg,malang
belooomm,belum
blm,belum
kn,kan
blom,belum
bingit,banget
d,di
donk,dong
donk,dong
yaakk,ya
yaaa,ya
nggk,tidak
kebukti,terbukti
anak2e,anak-anaknya
pgn,pengin
tuwanya,tuanya
gmn,bagaimana
comen2nya,komen-komennya
pedesssss,pedas
anak2mu,anak-anakmu
yg,yang
krn,karena
jelas2,jelas-jelas
skg,sekarang
sdh,sudah
kl,kalo
yg,yang
utk,untuk
anak2nya,anak-anaknya
nyebut2,menyebut-nyebut
anak2mu,anak-anakmu
yg,yang
plg,pulang
smbil,sambil
hellooooooo,halo
ngrebut,merebut
dri,dari
org,orang
mnjdi,menjadi
sprti,seperti
skg,sekarang
krna,karena
ngomong,mengomong
taek,tahi
gak,tidak
km,kamu
smga,semoga
bget,banget
hancurin,menghancurkan
rmh,rumah
lupain,melupakan
bangkret,bangkrut
ngmng,mengomong
taekk,tahi
lahhhhhh,lah
muna,munafik
kedokk,kedok
"mati""an",mati-matian
pda,pada
ga,tidak
bsa,bisa
aq,aku
nyimak,menyimak
komenx,komennya
serem2,seram-seram
"ngumpet""",mengumpet-ngumpet
bgt,banget
klo,kalo
km,kamu
lg,lagi
blim,belum
km,kamu
sekrang,sekarang
smpe,sampai
ngerebut,merebut
mnjijikaaaaaan,menjijikkan
astgfrlh,astagfirullah
knpa,kenapa
mba,mbak
bngt,banget
sahabatt,sahabat
bngt,banget
gnyngka,tidak menyangka
yaa,ya
yg,yang
kya,kaya
gtu,begitu
sendirir,sendiri
brengsekk,brengsek
gk,tidak
da,ada
g,tidak
prnh,pernah
tetep,tetap
mbg,mbak
gk,tidak
ngomentnya,mengomentarinya
ga,tidak
nusuk,menusuk
dr,dari
blg,bilang
dr,dari
skr,sekarang
dpotong,dipotong
helo,halo
blm,belum
dpotong,dipotong
kmrin,kemarin
krn,karena
ngmgin,mengomongkan
kw,kau
bilangg,bilang
yah,ya
kw,kau
dri,dari
dy,dia
ga,tidak
ngerebut,merebut
temen,teman
gkhianati,mengkhianati
kpd,kepada
hdup,hidup
krn,karena
sdh,sudah
hdup,hidup
dg,dengan
skr,sekarang
hr,hari
sp,siapa
pljaran,pelajaran
utk,untuk
org,orang
spy,supaya
tdk,tidak
mngikuti,mengikuti
klkuan,kelakuan
spy,supaya
tdk,tidak
anak2nya,anak-anaknya
tdk,tidak
dibikin2,dibikin-bikin
trus,terus
gimana,bagaimana
nnt,nanti
ngurusin,mengurusi
cew,cewek
cow,cowok
sm,sama
aja,saja
kasiannn,kasihan
bgt,banget
bnyak,banyak
mgkin,mungkin
dr,dari
cocokkkk,cocok
syekaliii,sekali
ngelihat,melihat
smoga,semoga
hgga,hingga
ngiri,mengiri
makasih,terima kasih
makasih,terima kasih
ayoo,ayo
seneng,senang
kaka,kakak
jd,jadi
pengen,pengin
namain,menamai
ank,anak
bangett,banget
yaaa,ya
cieeeee,cie
bgt,banget
sholihah,salihah
bangett,banget
adeuh,aduh
bgt,banget
nantiii,nanti
aamiin,amin
halahh,alah
luu,lu
leh,boleh
uga,juga
yuuks,yuk
ayooo,ayo
ka,kak
yoo,ayo
ginian,beginian
judulnyaa,judulnya
ape,apa
nihh,nih
ko,kok
ngikutin,mengikuti
gk,tidak
klo,kalo
mauuu,mau
inii,ini
bnyak,banyak
ato,atau
ayoookkkkkk,ayo
bgt,banget
y,ya
yaaa,ya
pengen,pengin
yg,yang
mb,mbak
klo,kalo
cwek,cewek
namax,namanya
klo,kalo
cwo,cowok
artix,artinya
klo,kalo
cwek,cewek
namax,namanya
klo,kalo
cwo,cowok
namax,namanya
cewe,cewek
cowo,cowok
klo,kalo
lt,lantai
cewe,cewek
tambahin,tambahkan
"nama""",nama-nama
mba,mbak
smg,semoga
sll,selalu
cowo,cowok
cewe,cewek
aja,saja
klo,kalo
cwe,cewek
serem,seram
serem,seram
bgt,banget
yg,yang
masing2,masing-masing
elu,lu
udah,sudah
aja,saja
ngapain,mengapai
kepoin,mengepoi
keluarin,mengeluarkan
gajelas,tidak jelas
yg,yang
mbak2,mbak-mbak
yg,yang
pedes,pedas
smua,semua
komentnya,komentarnya
gk,tidak
uda,sudah
ny,nya
omongin,mengomongkan
gk,tidak
anak2nya,anak-anaknya
ngalirrrrr,mengalir
krn,karena
udh,sudah
sbr,sabar
yg,yang
g,tidak
gmn,bagaimana
g,tidak
ad,ada
idup,hidup
sma,sama
mrk,mereka
tp,tapi
nmbah,bertambah
terossss,terus
gpp,tidak apa-apa
ngehujat,menghujat
dosaa,dosa
ngebela,membela
mmg,memang
seindonesiyah,seindonesia
tp,tapi
ank,anak
tdk,tidak
orgtuanya,orang tuanya
jd,jadi
jgn,jangan
anknya,anaknya
kmu,kamu
seh,sih
kyk,kayak
yg,yang
ksh,kasih
aja,saja
udh,sudah
senyumin,senyumi
gw,gue
mh,mah
liat,lihat
slalu,selalu
cpt,cepat
dapet,dapat
yg,yang
segala2nya,segala-galanya
ngalir,mengalir
yaa,ya
ngrusak,merusak
anak2nya,anak-anaknya
aja,saja
ngalir,mengalir
org,orang
px,punya
kslhn,kesalahan
skrngnya,sekarangnya
udh,sudah
lbh,lebih
knp,kenapa
engga,tidak
emang,memang
g,tidak
ga,tidak
kalik,kali
ak,aku
mba,mbak
yg,yang
lbh,lebih
yah,ya
g,tidak
bilangin,bilang
yg,yang
g,tidak
nyambungin,menyambung
yg,yang
d,di
uda,sudah
yg,yang
sllu,selalu
org,orang
tu,itu
scra,secara
g,tidak
nggali,menggali
org,orang
yg,yang
g,tidak
g,tidak
yg,yang
